area,province,city,20230921_high,20230921_low,20230921_wea,20230922_high,20230922_low,20230922_wea,20230923_high,20230923_low,20230923_wea,20230924_high,20230924_low,20230924_wea,20230925_high,20230925_low,20230925_wea,20230926_high,20230926_low,20230926_wea,20230927_high,20230927_low,20230927_wea,20230928_high,20230928_low,20230928_wea,20230929_high,20230929_low,20230929_wea,20230930_high,20230930_low,20230930_wea,20231001_high,20231001_low,20231001_wea,20231002_high,20231002_low,20231002_wea,20231003_high,20231003_low,20231003_wea,20231004_high,20231004_low,20231004_wea,20231005_high,20231005_low,20231005_wea,20231006_high,20231006_low,20231006_wea,20231007_high,20231007_low,20231007_wea,20231008_high,20231008_low,20231008_wea,20231009_high,20231009_low,20231009_wea,20231010_high,20231010_low,20231010_wea,20231011_high,20231011_low,20231011_wea,20231012_high,20231012_low,20231012_wea,20231013_high,20231013_low,20231013_wea,20231014_high,20231014_low,20231014_wea,20231015_high,20231015_low,20231015_wea,20231016_high,20231016_low,20231016_wea,20231017_high,20231017_low,20231017_wea,20231018_high,20231018_low,20231018_wea,20231019_high,20231019_low,20231019_wea,20231020_high,20231020_low,20231020_wea,20231021_high,20231021_low,20231021_wea,20231022_high,20231022_low,20231022_wea,20231023_high,20231023_low,20231023_wea,20231024_high,20231024_low,20231024_wea,20231025_high,20231025_low,20231025_wea,20231026_high,20231026_low,20231026_wea,20231027_high,20231027_low,20231027_wea,20231028_high,20231028_low,20231028_wea,20231029_high,20231029_low,20231029_wea,20231030_high,20231030_low,20231030_wea,20231031_high,20231031_low,20231031_wea,20231101_high,20231101_low,20231101_wea,20231102_high,20231102_low,20231102_wea,20231103_high,20231103_low,20231103_wea,20231104_high,20231104_low,20231104_wea
华南,广东省,珠海市,33,26,晴,33,26,多云,32,26,阴,31,26,阴,32,28,阴,32,27,阴,32,27,阴,33,27,多云,32,26,阴,32,26,阴,32,26,阴,32,27,阴,32,28,小雨,33,28,阴,32,25,阴,31,24,多云,24,22,小雨,23,21,小雨,23,22,大雨,24,22,阵雨,27,22,阴,27,23,阴,28,23,阴,29,23,晴,28,23,阴,28,24,阴,28,23,多云,28,24,中雨,25,22,中雨,26,20,小雨,21,19,阴,24,20,多云,26,22,多云,28,23,多云,29,23,多云,29,24,多云,27,24,阵雨,27,23,多云,26,21,阴,27,21,多云,26,22,阴,27,22,多云,28,22,多云,28,22,阵雨,28,22,多云
华南,广东省,汕头市,33,27,阴,34,27,阴,33,27,阴,33,28,阴,33,27,阴,33,28,多云,33,27,阴,34,28,阴,34,28,阴,33,28,阴,33,28,晴,33,28,阴,33,27,阴,35,28,阴,33,26,阴,27,24,小雨,25,24,小雨,26,23,小雨,26,24,阴,28,24,阴,28,24,多云,28,23,阴,30,24,多云,28,23,阴,28,22,多云,29,23,阴,27,22,多云,28,24,多云,27,24,阴,30,22,阴,25,21,阴,26,21,多云,27,22,多云,28,22,晴,29,23,晴,29,23,多云,29,23,多云,27,22,多云,26,21,阴,27,21,多云,27,21,多云,27,21,多云,27,21,多云,28,21,多云,28,21,多云
华南,广东省,佛山市,36,25,阴,33,25,阴,35,27,阴,34,27,阴,34,27,阴,34,27,阴,33,26,阴,33,25,大雨,34,26,小雨,35,27,阴,35,26,阴,30,26,小雨,35,27,阴,34,27,阴,32,26,阴,30,25,多云,25,22,阴,23,21,阴,23,21,小雨,25,21,阵雨,25,22,阴,29,22,阴,28,23,多云,29,22,多云,29,22,阴,30,22,晴,28,22,多云,27,22,小雨,25,22,中雨,24,18,中雨,17,16,小雨,23,17,多云,27,20,多云,29,22,晴,30,23,晴,29,22,晴,29,20,小雨,24,21,雨,24,19,雨,26,19,晴,25,19,晴,26,19,晴,27,19,阵雨,27,19,雨,26,19,晴
华南,广东省,江门市,35,26,阴,34,26,阴,33,26,阴,33,27,阴,34,27,阴,33,27,阴,34,26,阴,33,26,阴,34,27,阴,34,26,阴,33,26,阴,33,27,阴,33,26,阴,34,27,阴,31,26,阴,31,25,阴,25,22,阴,24,21,阴,22,21,中雨,26,21,中雨,27,22,阴,29,23,阴,29,23,多云,29,22,多云,29,23,阴,29,22,多云,28,22,晴,26,23,小雨,26,23,小雨,25,20,大雨,19,18,阴,24,18,多云,27,20,多云,28,21,多云,30,23,多云,30,23,多云,28,23,小雨,26,23,多云,26,21,多云,30,21,多云,28,21,阴,29,22,多云,30,22,多云,31,22,多云,29,21,多云
华南,广东省,湛江市,32,26,阴,33,25,阴,31,25,阴,31,25,阴,31,25,阴,27,24,多云,30,24,小雨,31,25,阴,31,25,阴,32,25,阴,33,25,多云,31,25,阴,32,26,阴,33,25,阴,33,25,阴,30,24,小雨,30,23,阴,29,22,阴,25,22,阴,27,21,阵雨,27,22,阴,29,22,阴,28,23,阴,29,23,阴,30,22,阴,29,23,阴,29,22,晴,25,23,中雨,26,24,暴雨,25,20,暴雨,22,18,阴,24,19,中雨,27,21,阵雨,28,22,阴,29,23,多云,29,24,阵雨,28,24,阵雨,28,23,多云,26,22,阴,27,20,多云,25,21,多云,28,21,多云,29,22,多云,29,21,多云,29,21,多云
华南,广东省,茂名市,34,25,阴,34,25,阴,34,25,阴,33,26,阴,33,25,阴,28,25,多云,33,25,阴,33,25,阴,34,25,阴,33,25,小雨,34,24,阴,33,25,阴,34,25,阴,34,25,阴,35,25,阴,32,23,阴,31,22,多云,27,22,阴,26,22,阴,25,21,中雨,27,21,小雨,31,21,阴,30,22,阴,30,22,阴,31,22,阴,31,22,晴,30,22,晴,25,22,中雨,26,21,暴雨,24,19,大雨,23,19,阴,26,19,多云,27,20,多云,28,21,多云,29,22,多云,30,22,多云,27,21,阵雨,28,23,多云,27,21,多云,29,20,多云,28,21,多云,29,21,阵雨,30,21,阵雨,30,21,多云,30,21,多云
华南,广东省,肇庆市,35,25,阴,33,25,阴,34,26,阴,33,26,阴,33,26,阴,33,26,阴,33,26,阴,32,25,阴,33,26,阴,34,26,阴,34,25,阴,31,26,阴,35,26,阴,34,26,阴,32,25,阴,31,22,阴,26,22,阴,23,19,阴,23,22,阴,23,21,阵雨,25,21,阴,29,22,阴,27,22,阴,29,21,多云,29,21,阴,29,20,晴,28,21,阴,26,22,阵雨,24,20,中雨,24,18,大雨,18,17,小雨,22,17,阵雨,26,21,多云,29,23,多云,30,22,多云,29,23,阴,26,22,阵雨,26,22,多云,25,20,多云,26,19,多云,26,20,多云,26,20,多云,28,20,阵雨,28,19,多云,27,20,多云
华南,广东省,惠州市,35,25,多云,30,25,阴,33,25,阴,34,25,阴,34,26,阴,33,25,阴,34,25,阴,34,25,阴,34,25,阴,34,25,阴,35,25,阴,32,26,阴,34,26,阴,34,24,阴,30,24,阴,28,21,阴,23,21,阴,21,20,阴,21,20,中雨,25,21,多云,25,21,阴,26,21,阴,28,20,多云,29,21,多云,28,21,阴,28,20,多云,26,20,晴,25,22,中雨,26,21,小雨,24,19,小雨,20,19,阴,24,19,多云,28,21,多云,30,23,多云,30,22,多云,29,22,多云,29,23,阵雨,27,22,多云,24,21,多云,28,20,多云,27,20,多云,28,21,多云,28,21,多云,29,21,多云,28,21,多云
华南,广东省,梅州市,35,24,阴,35,24,阴,34,24,阴,34,23,阴,34,25,阴,35,24,阴,35,24,阴,35,24,阴,34,25,多云,36,24,阴,35,24,阴,31,24,小雨,33,25,阴,34,23,阴,30,24,阴,28,21,小雨,21,20,多云,22,21,中雨,26,21,小雨,25,20,阴,22,19,小雨,25,21,阴,27,20,多云,29,20,阴,29,18,多云,30,17,晴,29,19,多云,28,22,多云,26,20,小雨,25,18,阴,19,17,阴,23,17,阴,27,20,多云,30,21,多云,31,21,多云,30,21,多云,28,21,阴,26,21,多云,25,19,多云,27,17,多云,28,18,多云,28,18,多云,29,18,多云,29,19,多云,27,19,多云
华南,广东省,汕尾市,32,25,阴,32,27,阴,33,26,阴,33,26,多云,32,26,小雨,32,27,阴,33,26,阴,33,27,多云,33,27,多云,31,27,多云,34,26,多云,32,27,阴,30,27,阴,34,27,阴,32,25,阴,28,23,小雨,25,24,中雨,23,22,暴雨,25,23,小雨,28,23,阵雨,27,23,阴,27,23,阴,28,23,多云,30,23,多云,29,22,多云,29,22,阴,26,22,多云,27,23,阴,27,22,阴,28,22,阴,24,22,阴,27,22,多云,28,22,多云,29,22,多云,30,22,多云,29,22,多云,29,22,阵雨,27,22,多云,26,21,阴,27,21,多云,27,21,多云,27,21,多云,28,21,多云,29,21,多云,28,21,多云
华南,广东省,河源市,35,25,多云,32,24,小雨,34,24,阴,33,24,阴,34,24,阴,34,25,阴,34,24,阴,34,24,阴,34,25,阴,35,24,阴,35,24,阴,31,24,中雨,34,24,阴,32,24,阴,28,22,阴,27,21,阴,20,19,中雨,21,20,小雨,22,20,阴,23,19,阴,22,20,多云,25,19,阴,26,19,多云,29,18,多云,28,18,多云,29,18,多云,28,20,小雨,27,20,小雨,24,20,小雨,24,16,阴,17,16,阴,22,17,多云,27,20,多云,29,22,多云,30,22,多云,29,21,多云,28,20,阵雨,26,21,多云,25,19,阵雨,27,19,多云,27,19,多云,28,19,多云,29,20,多云,29,20,多云,27,20,多云
华南,广东省,阳江市,33,26,阴,33,26,多云,32,26,阴,33,26,阴,33,27,小雨,31,26,阴,33,26,阴,32,26,小雨,33,27,阴,33,27,阴,34,27,小雨,32,26,阴,33,27,阴,33,27,阴,33,25,阴,31,25,多云,29,25,多云,26,23,阴,22,20,小雨,26,22,中雨,27,22,阴,29,22,阴,29,22,多云,29,23,阴,29,23,阴,29,23,阴,29,23,多云,24,22,小雨,25,23,中雨,23,20,大暴雨,19,18,小雨,24,18,阵雨,28,21,多云,29,23,多云,29,23,多云,30,24,多云,27,24,阵雨,28,23,多云,26,22,阴,28,21,多云,25,21,多云,27,21,阴,28,22,多云,28,21,多云,28,21,多云
华南,广东省,清远市,35,26,多云,33,26,阴,34,25,小雨,34,26,多云,33,25,阴,34,26,阴,34,26,阴,34,25,阴,34,26,阴,35,26,阴,35,25,阴,28,25,大雨,33,26,阴,32,25,小雨,31,23,阴,30,22,阴,25,22,阴,23,20,阴,23,21,阴,23,20,阵雨,24,21,阴,29,21,阴,26,22,阴,28,20,阴,28,20,阴,29,18,晴,29,22,多云,26,23,小雨,24,20,小雨,23,17,中雨,17,16,小雨,23,16,阴,27,20,多云,29,22,多云,30,22,多云,29,22,多云,26,21,中雨,26,22,多云,25,20,多云,28,20,多云,27,21,多云,28,21,多云,29,21,多云,29,21,多云,27,20,多云
华南,广东省,东莞,35,26,晴,33,26,大雨,33,26,阴,34,26,阴,34,27,阴,33,26,阴,34,25,阴,34,26,阴,34,27,阴,34,26,阴,34,26,多云,32,26,阴,33,26,阴,33,27,阴,31,25,阴,29,26,阴,24,22,小雨,23,21,小雨,22,20,大雨,26,22,阴,26,22,阴,28,21,阴,29,23,多云,29,21,晴,28,22,多云,29,21,多云,28,22,晴,25,21,小雨,25,22,小雨,25,19,小雨,21,20,阴,25,20,阴,28,22,多云,29,22,多云,30,22,多云,30,22,多云,28,21,阵雨,27,21,多云,25,19,多云,27,18,多云,28,19,多云,28,19,多云,29,20,多云,29,19,多云,28,19,多云
华南,广东省,中山,34,25,多云,34,27,阴,33,26,阴,33,26,阴,33,27,阴,33,27,阴,33,26,阴,33,26,小雨,33,26,阴,35,26,阴,33,26,阴,33,27,阴,33,27,阴,34,27,阴,32,26,阴,31,25,多云,24,21,阴,23,20,阴,22,21,暴雨,25,21,小雨,27,22,阴,29,22,阴,29,24,阴,29,24,晴,29,23,阴,29,24,多云,29,21,晴,26,22,中雨,25,23,中雨,25,20,小雨,20,19,阴,25,19,阴,27,21,多云,28,22,晴,29,23,晴,29,23,晴,28,22,阴,27,23,多云,26,21,阴,27,22,多云,26,22,阴,27,22,多云,28,22,多云,28,22,阵雨,28,22,多云
华南,广东省,潮州市,34,24,阴,35,25,阴,34,25,阴,33,24,阴,34,24,阴,35,24,阴,34,25,阴,34,25,阴,34,24,阴,36,25,阴,34,24,多云,33,24,阴,35,24,阴,37,25,阴,32,23,阴,27,22,阴,25,22,小雨,26,22,小雨,26,22,小雨,28,22,多云,27,21,阴,28,22,阴,28,22,多云,30,20,阴,29,21,阴,29,21,阴,27,20,多云,28,22,阴,28,22,小雨,29,19,阴,23,18,阴,26,18,多云,28,19,晴,29,20,晴,30,20,晴,29,20,多云,28,21,多云,26,21,多云,24,20,阴,27,19,多云,27,19,多云,27,19,多云,28,19,多云,29,19,多云,27,20,多云
华南,广东省,揭阳市,34,25,阴,34,25,阴,33,25,阴,33,25,阴,33,26,阴,34,25,阴,33,25,阴,33,25,阴,34,26,阴,36,25,阴,34,25,多云,33,25,阴,34,26,阴,35,26,阴,32,25,阴,27,23,阴,25,22,小雨,24,22,小雨,27,22,小雨,27,21,多云,26,22,阴,28,22,阴,28,22,阴,30,22,多云,28,22,阴,29,20,阴,25,21,晴,27,22,阴,27,22,小雨,28,21,阴,24,19,小雨,26,19,多云,28,20,多云,30,20,晴,30,21,晴,29,22,多云,28,22,多云,27,22,多云,26,21,阴,27,21,多云,27,21,多云,27,21,多云,27,21,多云,28,21,多云,28,21,多云
华南,广东省,云浮市,35,24,阴,34,24,多云,34,24,多云,33,25,阴,33,25,阴,33,24,阴,33,24,阴,33,25,阴,33,24,阴,34,24,小雨,35,24,阴,33,25,多云,35,25,阴,34,25,阴,33,23,阴,30,21,阴,27,21,多云,23,21,阴,23,20,阴,23,21,阵雨,23,20,阴,29,20,阴,27,20,阴,29,20,多云,29,19,多云,29,19,晴,28,20,阴,25,22,小雨,24,21,中雨,23,17,暴雨,17,16,小雨,21,18,多云,25,20,多云,28,22,多云,30,21,多云,30,22,多云,25,21,阵雨,26,21,多云,25,20,多云,26,19,多云,25,20,多云,26,19,多云,28,19,阵雨,28,19,多云,27,19,多云
华南,广西壮族自治区,南宁市,35,25,阴,34,25,阴,34,25,阴,34,25,阴,33,25,小雨,28,24,小雨,33,25,阴,32,24,阴,33,25,阴,33,25,阴,35,25,阴,34,25,阴,34,26,阴,34,25,阴,35,25,阴,32,23,阴,28,21,阴,29,20,阴,26,21,阴,23,19,小雨,23,20,阴,25,21,阴,28,21,阴,25,20,阴,29,21,阴,30,21,晴,32,21,多云,30,23,阴,24,19,小雨,25,17,阴,22,19,阴,25,19,阴,26,20,阴,28,22,多云,30,22,多云,30,21,多云,26,18,小雨,24,20,多云,26,19,多云,27,18,多云,27,20,多云,27,19,多云,29,20,多云,29,20,多云,27,19,多云
华南,广西壮族自治区,柳州市,33,25,多云,32,25,阴,32,25,阴,33,26,阴,32,26,阴,32,26,阴,33,26,阴,32,26,大雨,32,26,多云,34,26,阴,32,26,阴,31,26,阴,32,26,阴,33,26,阴,28,24,多云,28,22,阴,24,20,阴,23,19,多云,23,20,阴,25,20,阴,19,18,小雨,23,20,阴,25,20,阴,23,19,阴,27,19,晴,29,19,晴,29,21,晴,30,22,多云,24,18,小雨,20,17,阴,22,19,阴,26,19,多云,27,19,多云,31,22,多云,31,22,多云,31,20,多云,23,18,中雨,21,17,多云,24,16,多云,25,16,多云,25,18,多云,25,18,多云,26,18,多云,28,19,多云,25,16,多云
华南,广西壮族自治区,桂林市,33,24,阴,29,22,阴,31,24,阴,32,25,阴,34,25,阴,33,25,多云,33,25,阴,33,25,阴,35,26,多云,34,25,阴,33,25,阴,31,24,阴,34,24,阴,33,23,阴,28,22,阴,28,20,阴,23,19,阴,23,19,阴,21,20,阴,23,19,多云,21,19,小雨,25,20,阴,25,20,阴,24,17,阴,30,17,晴,31,19,晴,31,19,多云,31,23,阴,26,18,小雨,20,16,阴,25,18,阴,28,19,多云,27,20,多云,31,21,多云,29,21,小雨,31,18,小雨,21,17,中雨,21,18,多云,25,17,多云,26,18,多云,26,19,多云,26,19,多云,27,20,阵雨,28,20,多云,26,18,多云
华南,广西壮族自治区,梧州市,35,25,阴,34,25,阴,33,25,阴,33,25,阴,33,25,阴,33,25,阴,33,25,阴,32,25,中雨,33,25,阴,35,25,多云,33,25,阴,33,25,阴,34,25,阴,34,24,阴,32,22,阴,30,21,阴,28,20,阴,22,19,小雨,23,19,阴,24,19,小雨,22,20,阴,28,21,阴,27,21,阴,28,21,阴,29,20,多云,29,18,晴,29,21,多云,27,22,小雨,25,19,小雨,22,16,中雨,15,14,暴雨,23,15,多云,27,19,多云,30,21,多云,30,22,多云,30,22,多云,27,21,小雨,25,21,多云,25,19,多云,27,18,多云,26,19,多云,27,19,多云,28,20,多云,29,20,多云,26,18,多云
华南,广西壮族自治区,北海市,32,28,阴,32,27,阴,32,26,阴,33,26,阴,33,26,阴,26,25,多云,29,25,多云,32,26,阴,32,26,阴,32,26,多云,32,26,阴,32,26,阴,32,26,阴,32,27,阴,34,26,阴,32,25,阴,31,22,阴,28,22,阴,28,23,阴,26,21,小雨,23,20,小雨,30,22,阴,30,23,阴,30,22,多云,30,23,阴,31,23,阴,31,24,阴,28,22,阴,24,21,大暴雨,23,18,中雨,18,17,小雨,22,18,中雨,27,20,小雨,28,23,小雨,30,23,多云,29,23,多云,29,22,多云,27,22,多云,26,20,阴,28,20,多云,27,21,阴,28,21,多云,29,22,多云,29,22,多云,27,21,多云
华南,广西壮族自治区,防城港市,32,27,阴,32,26,阴,32,26,阴,34,26,小雨,32,26,阴,28,26,小雨,29,25,小雨,32,26,阴,31,26,阴,32,25,阴,33,26,阴,32,26,阴,31,26,阴,33,26,阴,33,25,晴,33,24,多云,29,23,阴,28,21,多云,27,23,多云,27,20,多云,21,20,小雨,26,22,阴,28,23,阴,28,22,阴,29,22,阴,30,22,晴,30,23,阴,27,23,阴,23,21,大雨,25,17,阴,17,16,中雨,22,17,小雨,26,18,多云,27,21,多云,28,23,多云,28,23,多云,27,19,中雨,25,21,多云,26,19,多云,27,19,多云,26,20,阴,28,20,多云,29,20,阵雨,29,20,多云,27,19,多云
华南,广西壮族自治区,钦州市,33,25,阴,34,25,阴,33,25,阴,34,25,小雨,33,25,小雨,28,25,小雨,31,24,小雨,33,25,阴,32,25,小雨,33,25,阴,34,25,阴,34,25,阴,33,26,阴,34,26,阴,35,25,多云,33,24,阴,29,22,阴,28,21,多云,27,21,多云,24,19,阵雨,20,19,小雨,26,21,阴,29,21,阴,28,21,阴,29,21,阴,30,21,晴,31,22,阴,27,22,小雨,23,20,大雨,25,17,小雨,17,16,大雨,21,16,小雨,27,19,多云,28,22,阵雨,30,21,多云,29,22,多云,27,20,中雨,25,21,多云,26,19,多云,27,19,多云,26,20,阴,28,20,多云,29,20,阵雨,29,20,多云,27,19,多云
华南,广西壮族自治区,贵港市,34,26,阴,33,26,阴,33,26,阴,33,26,阴,33,26,阴,29,27,阴,34,26,多云,33,25,阴,33,26,多云,34,26,多云,34,26,多云,34,26,阴,35,26,多云,34,26,阴,33,25,阴,32,22,阴,28,21,阴,26,20,多云,24,21,小雨,22,19,阵雨,20,19,小雨,26,20,阴,28,21,阴,26,21,阴,28,21,多云,29,21,晴,29,21,阴,28,22,阴,23,19,阴,24,18,小雨,17,16,阴,21,16,阴,27,19,多云,29,22,多云,29,23,晴,30,24,阴,28,22,小雨,25,20,多云,25,19,多云,26,18,多云,26,19,多云,26,19,多云,28,20,多云,28,20,多云,26,19,多云
华南,广西壮族自治区,玉林市,33,26,多云,33,26,阴,33,25,阴,33,25,阴,33,25,阴,31,25,阴,33,25,阴,32,26,阴,33,25,多云,34,25,阴,35,26,阴,34,25,阴,34,26,阴,34,25,阴,31,25,阴,30,22,多云,29,21,阴,24,19,阴,23,19,阴,23,19,小雨,20,19,阴,29,20,阴,28,21,阴,27,20,阴,28,21,多云,29,20,晴,29,20,晴,25,21,小雨,23,21,大雨,23,17,小雨,17,16,小雨,19,16,小雨,26,19,多云,28,21,多云,31,22,晴,30,23,阴,29,22,小雨,25,22,多云,26,20,多云,27,19,多云,27,21,多云,28,21,阵雨,29,21,阵雨,30,21,多云,27,21,多云
华南,广西壮族自治区,百色市,34,26,阴,35,26,阴,34,25,多云,34,25,阴,34,25,多云,32,24,阴,31,24,阴,26,24,中雨,32,24,阴,34,25,多云,34,25,阴,34,24,阴,34,24,多云,35,25,多云,34,26,阴,30,23,阴,26,21,阴,28,20,多云,28,21,多云,27,21,多云,28,21,多云,27,22,阴,25,21,阴,24,18,小雨,29,18,阴,30,18,多云,31,20,晴,32,21,阴,32,21,阴,26,17,阴,27,18,晴,27,19,多云,28,21,多云,30,22,多云,29,22,多云,31,22,多云,25,20,中雨,26,20,多云,28,18,多云,28,17,多云,28,19,多云,29,19,多云,29,20,多云,30,20,多云,28,19,多云
华南,广西壮族自治区,贺州市,35,25,阴,31,24,多云,31,24,阴,33,24,阴,32,24,阴,34,25,阴,32,24,阴,32,24,阴,33,24,小雨,35,24,阴,34,24,多云,31,24,阴,34,24,阴,32,24,阴,30,22,阴,28,21,阴,25,20,阴,23,19,阴,24,19,阴,23,18,小雨,20,18,小雨,25,18,阴,25,19,阴,26,17,多云,29,16,晴,30,16,晴,30,17,雾,26,20,阴,26,16,阴,19,16,阴,18,16,小雨,23,16,多云,26,17,多云,29,20,多云,29,21,多云,29,22,多云,25,17,小雨,20,18,雨,22,16,阵雨,24,15,晴,23,16,阵雨,25,16,晴,25,17,阵雨,25,16,阵雨,25,15,晴
华南,广西壮族自治区,河池市,32,25,阴,32,25,阴,33,25,阴,34,25,阴,33,25,阴,32,24,阴,33,25,阴,31,24,阴,32,24,多云,34,24,阴,34,25,阴,33,25,小雨,33,25,多云,34,24,多云,32,23,阴,26,21,阴,25,19,阴,25,19,多云,25,20,多云,24,20,多云,24,20,阴,24,20,多云,22,19,阴,23,16,小雨,28,17,阴,29,17,晴,30,18,晴,30,19,阴,27,18,阴,26,17,阴,26,18,晴,24,18,多云,26,19,多云,27,21,多云,28,22,小雨,30,20,阴,23,17,中雨,24,19,多云,26,17,多云,27,16,多云,25,18,多云,26,19,多云,26,20,阴,28,20,多云,27,19,多云
华南,广西壮族自治区,来宾市,34,25,阴,33,25,阴,33,25,阴,34,25,阴,33,25,阴,33,24,阴,34,24,多云,30,24,大雨,34,24,多云,34,25,阴,34,25,多云,33,25,阴,34,25,阴,34,24,多云,30,23,阴,30,22,多云,27,20,阴,24,19,多云,25,20,阴,25,19,阵雨,21,19,小雨,26,21,阴,26,20,阴,25,18,阴,28,17,晴,30,16,晴,31,19,晴,30,22,阴,25,18,小雨,23,18,阴,23,18,阴,24,18,阴,26,19,多云,30,21,多云,31,22,多云,31,22,多云,26,18,小雨,21,18,多云,24,18,多云,26,18,多云,26,19,多云,26,20,多云,27,20,多云,28,20,多云,26,19,多云
华南,广西壮族自治区,崇左市,33,25,阴,34,25,阴,33,25,阴,33,25,阴,32,25,中雨,29,24,中雨,29,24,小雨,31,24,阴,30,24,小雨,32,24,阴,33,24,阴,33,24,阴,32,25,阴,33,25,阴,34,25,阴,30,24,阴,25,21,阴,28,22,多云,27,20,阴,24,21,多云,25,21,阴,23,20,阴,25,20,阴,22,20,阴,27,20,阴,30,19,晴,31,20,晴,30,23,阴,26,20,小雨,26,17,阴,27,20,阴,26,19,多云,27,19,多云,28,21,多云,29,22,多云,31,22,多云,28,21,小雨,24,20,多云,27,19,多云,28,17,多云,28,19,阴,29,19,多云,30,20,多云,30,20,多云,28,19,多云
华南,海南省,海口市,33,25,阴,33,25,多云,29,25,多云,31,26,多云,28,23,暴雨,27,25,多云,28,25,多云,31,25,阴,31,25,多云,32,25,阴,32,25,阴,31,25,阴,31,25,阴,33,25,多云,33,25,多云,30,24,中雨,31,25,阴,28,24,阴,28,25,阴,28,23,中雨,25,23,暴雨,26,24,小雨,28,25,阴,28,24,阴,29,24,阴,28,23,阴,26,23,小雨,28,24,大雨,29,26,小雨,26,23,阴,23,22,大暴雨,25,22,中雨,26,24,小雨,29,25,小雨,29,24,多云,29,24,多云,28,24,多云,30,24,多云,28,23,阴,27,23,多云,27,23,多云,28,23,阵雨,29,23,多云,28,23,多云,28,23,多云
华南,海南省,三亚市,35,26,多云,34,26,小雨,35,25,小雨,34,25,小雨,31,25,中雨,30,25,多云,29,25,多云,32,25,阴,35,25,小雨,33,25,多云,34,25,多云,34,24,多云,35,25,阴,34,25,多云,33,25,多云,34,25,多云,33,25,多云,32,25,阴,33,25,阴,32,25,小雨,31,25,阴,31,25,阴,27,25,阴,28,25,阴,32,25,阴,31,25,阴,32,25,多云,26,25,暴雨,30,26,小雨,31,23,阴,32,24,多云,31,24,雷阵雨,31,25,大雨,32,24,小雨,30,24,小雨,32,24,多云,32,25,小雨,30,25,多云,29,24,多云,29,24,阴,29,24,多云,29,24,多云,29,24,多云,29,24,多云,29,24,多云
华南,海南省,三沙市,33,28,阴,33,27,阴,32,27,多云,31,27,大雨,30,27,大雨,30,27,阴,30,27,中雨,32,27,阴,33,27,阴,32,27,阴,33,27,多云,33,27,阴,33,27,小雨,32,27,多云,34,27,多云,33,27,多云,33,28,多云,32,27,阴,31,27,阴,32,28,雷阵雨,26,25,多云,28,26,小雨,26,25,中雨,27,26,小雨,28,26,阴,26,25,小雨,26,25,中雨,28,26,大暴雨,28,27,阴,31,26,多云,28,26,多云,30,26,雷阵雨,30,26,雷阵雨,31,26,小雨,30,26,小雨,30,27,小雨,31,27,多云,31,27,多云,31,26,多云,30,26,多云,30,26,阵雨,30,26,阵雨,31,26,阵雨,30,26,多云,30,26,多云
华南,海南省,西沙,33,28,阴,33,27,阴,32,27,多云,31,27,大雨,30,27,大雨,30,27,阴,30,27,中雨,32,27,阴,33,27,阴,32,27,阴,33,27,多云,33,27,阴,33,27,小雨,32,27,多云,34,27,多云,33,27,多云,33,28,多云,32,27,阴,31,27,阴,32,28,雷阵雨,26,25,多云,28,26,小雨,26,25,中雨,27,26,小雨,28,26,阴,26,25,小雨,26,25,中雨,28,26,大暴雨,28,27,阴,31,26,多云,28,26,多云,30,26,雷阵雨,30,26,雷阵雨,31,26,小雨,30,26,小雨,30,27,小雨,31,27,多云,31,27,多云,31,26,多云,30,26,多云,30,26,阵雨,30,26,阵雨,31,26,阵雨,30,26,多云,30,26,多云
华南,海南省,南沙,33,26,阴,33,26,阴,32,26,中雨,31,27,大雨,30,26,大雨,30,27,阴,30,26,中雨,32,26,阴,33,26,多云,32,26,阴,33,26,多云,33,27,阴,33,27,小雨,32,28,阴,34,28,阴,33,28,阴,33,27,多云,32,25,阴,31,28,多云,29,27,多云,27,26,中雨,28,27,小雨,26,25,中雨,27,26,小雨,28,27,多云,27,26,多云,28,26,中雨,27,26,大暴雨,28,26,多云,31,28,阴,28,26,多云,30,26,雷阵雨,30,26,雷阵雨,31,26,小雨,30,26,小雨,30,27,小雨,31,27,多云,31,27,多云,31,26,多云,30,26,多云,30,26,阵雨,30,26,阵雨,31,26,阵雨,30,26,多云,30,26,多云
华南,海南省,中沙,33,29,阴,33,27,多云,32,26,中雨,31,27,多云,30,26,大雨,30,26,阴,30,26,阴,32,27,阴,33,27,中雨,32,27,阴,33,27,阴,33,29,阴,33,28,阴,32,27,多云,34,28,多云,33,27,多云,33,27,多云,32,27,多云,31,28,阴,30,28,多云,30,26,中雨,29,28,小雨,26,25,中雨,27,26,小雨,28,27,多云,27,26,小雨,27,26,中雨,29,26,多云,29,28,阴,31,28,多云,28,27,小雨,29,27,雷阵雨,29,27,中雨,29,27,中雨,29,27,中雨,29,27,晴,29,27,小雨,31,27,多云,31,26,多云,30,26,多云,30,26,阵雨,30,26,阵雨,31,26,阵雨,30,26,多云,30,26,多云
