table_name,field_name,field_type,comment
fmys_picker_group_member_supply,bind_status,tinyint,"绑定状态{1:待审核,2:已通过,3:驳回}"
fmys_picker_group_member_supply,supply_id,int,供应商id
fmys_picker_group_member_supply,picker_group_member_id,int,买手id
fmys_picker_group_member_supply,origin,tinyint,"地区{1:广州,2:杭州}"
fmys_picker_group_member_supply,check_admin,int,审核人
fmys_picker_group_member_supply,check_time,int,审核时间
fmys_picker_group_member_supply,create_time,int,创建时间
fmys_picker_group_member_supply,update_time,int,更新时间
fmys_picker_group_member_supply,apply_is_read,tinyint,"申请人是否已读{0:未读,1:已读}"
fmys_picker_group_member_supply,check_is_read,tinyint,"审核人是否已读{0:未读,1:已读}"
fmys_picker_group_member_supply_action_log,picker_group_member_id,int,买手id
fmys_picker_group_member_supply_action_log,action,tinyint,"操作方式{1:解绑,2:绑定}"
fmys_picker_group_member_supply_action_log,action_type,tinyint,操作关系{1:核心档口}
fmys_picker_group_member_supply_action_log,origin,tinyint,"地区:{1:广州,2:杭州}"
fmys_picker_group_member_supply_action_log,market_id,mediumint,市场id
fmys_picker_group_member_supply_action_log,parent_market_id,mediumint,父级市场id
fmys_picker_group_member_supply_action_log,admin_id,int,管理员id
fmys_picker_group_member_supply_action_log,supply_id,int,供应商id
fmys_picking_assignment,picking_assignment_id,int,拣货任务id
fmys_picking_assignment,origin,tinyint,"仓库{1:广州,2:杭州}"
fmys_picking_assignment,rule_id,smallint,生成规则id
fmys_picking_assignment,assignment_type,tinyint,"拣货任务类型{1:单波次拣货,2:单件汇总拣货,3:单件标单件拣货,4:多件多波,5:多件少波,6:质检分离,7:改标分离,8:质检无须拣货,9:改标无须拣货,10:越库拣货,11:越库无须拣货}"
fmys_picking_assignment,wave_type,tinyint,"波次类型{1:常规波次,2:质检波次,3:改标波次,4:售后波次,5:售后改标波次}"
fmys_picking_assignment,assignment_status,tinyint,"状态:{1:待领取,2:已领取,3:拣货中,4:异常待处理,5:异常处理中,6:异常已处理,9:已完成,10:已取消}"
fmys_picking_assignment,assignment_cut_status,tinyint,"分播状态跟详情里面的分播状态无关:{1:正常分播,2:未分播,3:分播异常,4:异常已处理}"
fmys_picking_assignment,assignment_print_status,tinyint,"打印状态: {1:已打印, 2:未打印}"
fmys_picking_assignment,claim_admin,smallint,拣货领取人
fmys_picking_assignment,claim_time,int,拣货领取时间
fmys_picking_assignment,begin_time,int,"拣货开始时间,第一个标"
fmys_picking_assignment,submit_time,int,拣货提交时间
fmys_picking_assignment,exception_deal_admin,smallint,异常处理人
fmys_picking_assignment,exception_deal_time,int,异常处理时间
fmys_picking_assignment,exception_type,tinyint,"异常原因{1:少货,2:错货,3:误判}"
fmys_picking_assignment,create_admin,smallint,生成人
fmys_picking_assignment,create_time,int,创建时间
fmys_picking_assignment,update_time,int,更新时间
fmys_picking_assignment_dbid,picking_assignment_dbid_id,int,自增id
fmys_picking_assignment_dbid,picking_assignment_id,int,拣货任务id
fmys_picking_assignment_dbid,dbid,int,打标id
fmys_picking_assignment_dbid,wave_picking_info_id,int,波次详情id
fmys_picking_assignment_dbid,wave_picking_dbid_id,int,波次单校验明细id
fmys_picking_assignment_dbid,valid_status,tinyint,"有效状态{1:有效,2:无效}"
fmys_picking_assignment_dbid,cut_status,tinyint,"分播状态:{1:正常分播,2:未分播}"
fmys_picking_assignment_dbid,is_submit_exception,tinyint,"是否提交时异常{1:是,2:否}"
fmys_picking_assignment_dbid,create_time,int,创建时间
fmys_picking_assignment_dbid,update_time,int,更新时间
fmys_picking_task_record,id,int,主键id
fmys_picking_task_record,picking_assignment_id,int,拣货任务id
fmys_picking_task_record,dbid,int,打标id
fmys_picking_task_record,ss_id,mediumint,仓位id
fmys_picking_task_record,is_yc,tinyint,"是否异常{0:否,1:是}"
fmys_picking_task_record,origin,tinyint,地区{1:广州2杭州}
fmys_picking_task_record,create_admin,int,操作人
fmys_picking_task_record,create_time,int,j拣货时间
fmys_picking_task_record,update_time,int,更新时间
fmys_picking_task_rule,rule_id,int,规则id
fmys_picking_task_rule,origin,tinyint,"仓库{1:广州,2:杭州}"
fmys_picking_task_rule,status,tinyint,"使用状态{1:正常,2:屏蔽}"
fmys_picking_task_rule,picking_carry_box_num,tinyint,"拣货任务携带容器数,只影响多件少波"
fmys_picking_task_rule,bjbb_min_goods_num,smallint,"多件少波波次商品最小数量,即为多件多波的最大值,多件多波最小值固定2"
fmys_picking_task_rule,bjbb_max_goods_num,smallint,"多件少波波次商品最大数量,最小值大于多件多波最大值. 大于多件少波的就是单波次拣货"
fmys_picking_task_rule,many_piece_max_goods_num,smallint,"拣货任务最大商品数,影响多件多波和多件少波"
fmys_picking_task_rule,max_wave_num,tinyint,"多件多波拣货任务波次,全级仓区之前生成必须达到该波次数量,全级之后可以小于该数量"
fmys_picking_task_rule,only_piece_max_goods_num,smallint,"单件汇总拣货任务商品数,只影响单件汇总拣货任务"
fmys_picking_task_rule,current_space_level,tinyint,使用仓区级别
fmys_picking_task_rule,use_all_space_time,int,"开启全级仓区时间,只取时分,为0时不开启"
fmys_picking_task_rule,is_print_goods_detail,tinyint,"是否打印拣货商品明细{1:是,2:否}"
fmys_picking_task_rule,except_cat_switch,tinyint,"多件多波排除品类开关{1:开,2:关}"
fmys_picking_task_rule,create_admin,smallint,创建人
fmys_picking_task_rule,create_time,int,创建时间
fmys_picking_task_rule,update_time,int,更新时间
fmys_picking_task_rule_detail,rule_detail_id,int,规则详情id
fmys_picking_task_rule_detail,rule_id,int,规则id
fmys_picking_task_rule_detail,level,tinyint,级别
fmys_picking_task_rule_detail,space_rule,bigint,"仓区规则,二进制位数表示,HGFEDCBA"
fmys_picking_task_rule_detail,create_time,int,创建时间
fmys_picking_task_rule_detail,update_time,int,更新时间
fmys_picking_temp_yc_space,dbid,int,打标ID
fmys_picking_temp_yc_space,is_complete,tinyint,"下架时是否货齐{1:是,2:否}"
fmys_picking_temp_yc_space,upshelf_admin,int,上架人
fmys_picking_temp_yc_space,create_time,int,创建时间/上架时间
fmys_picking_temp_yc_space,downshelf_admin,smallint,下架人
fmys_picking_temp_yc_space,downshelf_time,int,下架时间
fmys_picking_temp_yc_space,status,int,"状态{1:上架,2:下架}"
fmys_picking_temp_yc_space,origin,tinyint,"所在地区{1-广州,2-杭州}"
fmys_picking_temp_yc_space,sku,int,商品sku
fmys_ping_an_settle_agree,baob_shop_id,int,爆版商家ID
fmys_ping_an_settle_agree,baob_user_id,int,爆版用户ID
fmys_ping_an_settle_agree,supply_id,int,商家ID
fmys_ping_an_settle_agree,sign_at,timestamp,用户签署时间
fmys_ping_an_settle_agree,sign_status,tinyint,"签署状态{1:成功,2:失败,3:签约中}"
fmys_ping_an_settle_agree,channel,tinyint, 签约渠道 1-app 2-平台H5网页 3-公众号 4-小程序
fmys_ping_an_settle_agree,err_msg,text,失败信息
fmys_ping_an_settle_agree,created_at,timestamp,创建时间
fmys_ping_an_settle_agree,updated_at,timestamp,更新时间
fmys_platform_order_plan,id,int,ID
fmys_platform_order_plan,supply_id,int,供应商ID
fmys_platform_order_plan,goods_no,int,商品货号
fmys_platform_order_plan,sku,int,SKU编码
fmys_platform_order_plan,si_id,int,尺码ID
fmys_platform_order_plan,co_id,int,颜色ID
fmys_platform_order_plan,plan_num,int,计划采购数量
fmys_platform_order_plan,cancel_num,int,取消采购数量
fmys_platform_order_plan,created_at,timestamp,创建时间
fmys_platform_order_plan,updated_at,timestamp,更新时间
fmys_platform_wcg_plan,id,int,主键
fmys_platform_wcg_plan,planid,int,采购计划id
fmys_platform_wcg_plan,created_at,timestamp,创建时间
fmys_platform_wcg_plan,updated_at,timestamp,更新时间
fmys_pre_allot,id,int,自增id
fmys_pre_allot,sku,int,商品sku
fmys_pre_allot,dbid,int,打标id
fmys_pre_allot,rec_id,int,订单详情id
fmys_pre_allot,work_id,int,工单id
fmys_pre_allot,create_time,int,创建时间
fmys_pre_allot,update_time,int,更新时间
fmys_pre_allot_del,id,int,自增id
fmys_pre_allot_del,sku,int,商品sku
fmys_pre_allot_del,type,tinyint,"删除类型:{1:配货删除,2:无效单,3:撤标,4:标记异常,5:脚本--无效标,6:脚本--无效单,7:调拨}"
fmys_pre_allot_del,dbid,int,打标id
fmys_pre_allot_del,rec_id,int,订单详情id
fmys_pre_allot_del,work_id,int,工单id
fmys_pre_allot_del,create_time,int,创建时间
fmys_pre_allot_del,update_time,int,更新时间
fmys_pre_allot_del,pre_allot_time,int,预配货时间
fmys_pre_qc_task,id,int,质检列表id
fmys_pre_qc_task,supply_id,int,供应商id
fmys_pre_qc_task,pici_id,int,点货批次id
fmys_pre_qc_task,quality_num,int,正品数量
fmys_pre_qc_task,blp_num,int,不良品数量
fmys_pre_qc_task,no_data_num,int,无数据数量
fmys_pre_qc_task,image,text,包裹照片
fmys_pre_qc_task,status,tinyint,"质检状态{0:待质检,1:质检中,2:已质检,3:已作废}"
fmys_pre_qc_task,quality_user,int,质检人员ID
fmys_pre_qc_task,created_at,timestamp,创建时间
fmys_pre_qc_task,updated_at,timestamp,更新时间
fmys_pre_qc_task,finished_at,int,完成质检时间
fmys_pre_qc_task,cancel_admin,int,作废人id
fmys_pre_qc_task,cancelled_at,int,作废质检时间
fmys_pre_qc_task_dbid,dbid,int,打标id
fmys_pre_qc_task_dbid,qc_task_id,int,质检任务id
fmys_pre_qc_task_dbid,remark,text,备注
fmys_pre_qc_task_dbid,created_at,timestamp,创建时间
fmys_pre_qc_task_dbid,updated_at,timestamp,更新时间
fmys_pre_qc_task_ndgid,ndgid,int,无数据打标id
fmys_pre_qc_task_ndgid,qc_task_id,int,质检任务id
fmys_pre_qc_task_ndgid,created_at,timestamp,创建时间
fmys_pre_qc_task_ndgid,updated_at,timestamp,更新时间
fmys_pre_storage_dbid,dbid,int,dbid
fmys_pre_storage_dbid,pspi_id,int,前置仓计划详情id
fmys_pre_storage_dbid,psp_id,int,前置仓计划id
fmys_pre_storage_dbid,goods_label,tinyint,"入仓标签{1:备货,2:赠品,3:特价,4:商家自荐}"
fmys_pre_storage_dbid,woiid,int,采购单详情id
fmys_pre_storage_dbid,bill_info_id,int,账单详情id
fmys_pre_storage_invite_pool,id,int,自增ID
fmys_pre_storage_invite_pool,supply_id,int,供应商ID
fmys_pre_storage_invite_pool,market_id,int,市场ID
fmys_pre_storage_invite_pool,city,tinyint,"所在城市{0:未知,1:广州,2:杭州,3:深圳}"
fmys_pre_storage_invite_pool,is_deleted,tinyint,"状态{1:删除,2:正常}"
fmys_pre_storage_invite_pool,is_reach,tinyint,"是否触达{1:否,2:是}"
fmys_pre_storage_invite_pool,created_at,timestamp,创建时间
fmys_pre_storage_invite_pool,updated_at,timestamp,更新时间
fmys_pre_storage_invite_pool,reach_time,int,首次触达时间
fmys_pre_storage_invite_pool_info,id,int,自增ID
fmys_pre_storage_invite_pool_info,invite_id,int,邀约池ID
fmys_pre_storage_invite_pool_info,goods_no,int,货号
fmys_pre_storage_invite_pool_info,sku,int,sku编号
fmys_pre_storage_invite_pool_info,co_id,mediumint,颜色ID
fmys_pre_storage_invite_pool_info,si_id,mediumint,尺码ID
fmys_pre_storage_invite_pool_info,total_invitation_num,int,总邀约数量
fmys_pre_storage_invite_pool_info,invitation_num,int,待开单邀约数量
fmys_pre_storage_invite_pool_info,plan_num,int,已开单数量
fmys_pre_storage_invite_pool_info,forecast_days,mediumint,预测天数
fmys_pre_storage_invite_pool_info,created_at,timestamp,创建时间
fmys_pre_storage_invite_pool_info,updated_at,timestamp,更新时间
fmys_pre_storage_invite_rule,id,int,自增ID
fmys_pre_storage_invite_rule,supply_id,int,供应商ID
fmys_pre_storage_invite_rule,forecast_days,mediumint,预测天数
fmys_pre_storage_invite_rule,psp_ir_status,tinyint,"状态{1:启用,2:禁用}"
fmys_pre_storage_invite_rule,created_at,timestamp,创建时间
fmys_pre_storage_invite_rule,updated_at,timestamp,更新时间
fmys_pre_storage_invite_rule,no_pre_storage_forecast_days,int,非前置仓备货天数
fmys_pre_storage_plan,psp_id,int,主键
fmys_pre_storage_plan,status,tinyint,"状态{0:计划草稿,1:已作废,2:进行中,3:已完成,4:待审核,5:一手发起邀约,6:被驳回}"
fmys_pre_storage_plan,supply_id,int,供应商ID
fmys_pre_storage_plan,pgid,int,采购组ID
fmys_pre_storage_plan,be_plan_time,int,成为正式计划的时间
fmys_pre_storage_plan,create_admin,mediumint,操作人
fmys_pre_storage_plan,create_time,int,创建时间
fmys_pre_storage_plan,update_time,int,更新时间
fmys_pre_storage_plan,user_id,int,爆版用户id
fmys_pre_storage_plan,source,tinyint,"{1:一手,2:爆版}"
fmys_pre_storage_plan,is_reach,tinyint,"是否已触达{0:否,1:是}"
fmys_pre_storage_plan,reach_time,int,触达时间
fmys_pre_storage_plan,is_exceeding,tinyint,"是否超点:{0:否,1:是}"
fmys_pre_storage_plan,plan_method,tinyint,"开单方式{1:实数单,2:排单单}"
fmys_pre_storage_plan,invite_pool_id,int,邀约池id
fmys_pre_storage_plan_ext,psp_id,int,前置仓计划id
fmys_pre_storage_plan_ext,batch_date,date,本地批次日期
fmys_pre_storage_plan_ext,created_at,timestamp,创建时间
fmys_pre_storage_plan_ext,updated_at,timestamp,更新时间
fmys_pre_storage_plan_info,pspi_id,int,主键
fmys_pre_storage_plan_info,psp_id,int,采购计划id
fmys_pre_storage_plan_info,sku,int,SKU编码
fmys_pre_storage_plan_info,goods_no,int,商品货号
fmys_pre_storage_plan_info,co_id,smallint,颜色id
fmys_pre_storage_plan_info,si_id,smallint,尺码id
fmys_pre_storage_plan_info,plan_in_num,mediumint,计划采购数量
fmys_pre_storage_plan_info,over_num,mediumint,结束签收数量
fmys_pre_storage_plan_info,real_in_num,mediumint,实际签收数量(废弃)
fmys_pre_storage_plan_info,lost_num,mediumint,丢失数量(废弃)
fmys_pre_storage_plan_info,blp_num,mediumint,不良品数量(废弃)
fmys_pre_storage_plan_info,blp_return_num,mediumint,不良品退还数量(废弃)
fmys_pre_storage_plan_info,normal_return_num,mediumint,正常品退还数量(废弃)
fmys_pre_storage_plan_info,da_biao_num,mediumint,已打标到库数量
fmys_pre_storage_plan_info,can_use_num,mediumint,目前可用(可打标)数量(废弃)
fmys_pre_storage_plan_info,pay_num,mediumint,账单已支付数量
fmys_pre_storage_plan_info,space_id,int,前置仓仓位(废弃)
fmys_pre_storage_plan_info,create_time,int,创建时间
fmys_pre_storage_plan_info,update_time,int,更新时间
fmys_pre_storage_plan_info,goods_label,tinyint,"入仓标签{1:备货,2:赠品,3:特价,4:商家自荐}"
fmys_pre_storage_plan_info,forecast_days,int,预测天数
fmys_pre_storage_plan_over_log,pspi_id,int,前置仓计划详情id
fmys_pre_storage_plan_over_log,psp_id,int,前置仓计划id
fmys_pre_storage_plan_over_log,over_num,mediumint,结束数量
fmys_pre_storage_plan_over_log,created_at,timestamp,创建时间
fmys_pre_storage_plan_over_log,updated_at,timestamp,更新时间
fmys_pre_storage_report_del,psr_id,int,主键
fmys_pre_storage_report_del,supply_id,int,供应商id
fmys_pre_storage_report_del,create_time,int,记录时间
fmys_pre_storage_report_del,plan_in_num,mediumint,计划采购数量
fmys_pre_storage_report_del,real_in_num,mediumint,已签收数量
fmys_pre_storage_report_del,stock_in_num,mediumint,一手仓库入库数量(前置仓出库数量)
fmys_pre_storage_report_del,return_num,mediumint,已退还数量
fmys_pre_storage_report_del,blp_num,mediumint,不良品数量
fmys_pre_storage_report_del,lost_num,mediumint,丢失数量
fmys_pre_storage_report_del,stock_num,mediumint,前置仓剩余库存
fmys_pre_storage_report_del,bill_settle_num,mediumint,账单结算数量
fmys_pre_storage_sign_record_del,id,int,主键
fmys_pre_storage_sign_record_del,pspi_id,int,计划详情id
fmys_pre_storage_sign_record_del,the_type,tinyint,"状态{0:签收入库,1:编辑}"
fmys_pre_storage_sign_record_del,num,mediumint,"入库变动数量(增加为正,减少为负)"
fmys_pre_storage_sign_record_del,create_time,int,创建时间
fmys_pre_storage_sign_record_del,create_admin,mediumint,操作人
fmys_pre_storage_space_del,space_id,int,仓位id
fmys_pre_storage_space_del,origin,tinyint,"仓库{1:广州,2:杭州}"
fmys_pre_storage_space_del,goods_no,int,商品货号
fmys_pre_storage_space_del,co_id,smallint,颜色id
fmys_pre_storage_space_del,si_id,smallint,尺码id
fmys_pre_storage_space_del,update_time,int,更新时间
fmys_pre_storage_space_detail_del,row_id,int,主键id
fmys_pre_storage_space_detail_del,sku,int,SKU编码
fmys_pre_storage_space_detail_del,num_in_space,mediumint,仓位商品数量
fmys_pre_storage_space_detail_del,lost_num_space,mediumint,丢失数量
fmys_pre_storage_space_detail_del,blp_num_space,mediumint,不良品数量
fmys_pre_storage_space_detail_del,wait_allot_space,mediumint,待配货数量
fmys_pre_storage_space_detail_del,create_time,int,创建时间
fmys_pre_storage_space_detail_del,update_time,int,更新时间
fmys_pre_storage_stock_detail,sku,int,SKU编码
fmys_pre_storage_stock_detail,goods_no,int,商品货号
fmys_pre_storage_stock_detail,co_id,smallint,颜色id
fmys_pre_storage_stock_detail,si_id,smallint,尺码id
fmys_pre_storage_stock_detail,all_can_use_num,mediumint,前置仓可用数量
fmys_pre_storage_stock_detail,can_sale_num,mediumint,前置仓可售库存数量
fmys_pre_storage_stock_detail,create_time,int,创建时间
fmys_pre_storage_stock_detail,update_time,int,更新时间
fmys_pre_storage_stock_detail,auto_time,datetime,自动更新时间
fmys_pre_storage_woi_goods_type,woiid,int,采购单详情id
fmys_pre_storage_woi_goods_type,woi_goods_type,tinyint,商品标签{1:特价}
fmys_pre_storage_woi_goods_type,created_at,timestamp,创建时间
fmys_pre_storage_woi_goods_type,updated_at,timestamp,更新时间
fmys_pre_surpass,dbid,int,打标id
fmys_pre_surpass,created_at,timestamp,"记录创建时间,预汇集时间"
fmys_pre_surpass,create_admin,int,预汇集操作人
fmys_pre_surpass,updated_at,timestamp,记录更新时间
fmys_pre_surpass,gather_status,tinyint,"汇集状态{1:已汇集,2:未汇集,3:中分任务取消无法汇集}"
fmys_pre_surpass,gather_at,timestamp,汇集时间
fmys_pre_surpass,gather_admin,int,汇集人
fmys_pre_surpass,dbid_status,tinyint,"dbid状态:{1:已撤标,2:未撤标}"
fmys_pre_surpass,dbid_removed_at,timestamp,撤标时间
fmys_pre_surpass,dbid_remove_admin,int,撤标人
fmys_pre_surpass,surpass_summary_id,int,中分任务id
fmys_preposition_storage_out_record,out_id,int,主键
fmys_preposition_storage_out_record,in_id,int,(作废)出库商品对应的入库id
fmys_preposition_storage_out_record,out_num,mediumint,出库数量
fmys_preposition_storage_out_record,blp_out_num,mediumint,出库数量
fmys_preposition_storage_out_record,out_type,tinyint,"出库方式{0:配货出库,1:退还出库}"
fmys_preposition_storage_out_record,out_admin,mediumint,出库人id
fmys_preposition_storage_out_record,create_time,int,出库时间
fmys_preposition_storage_out_record,update_time,int,更新时间
fmys_preposition_storage_out_record,pspi_id,int,计划详情id
fmys_preposition_storage_preallot_data,id,int,主键
fmys_preposition_storage_preallot_data,goods_no,int,商品货号
fmys_preposition_storage_preallot_data,co_id,smallint,颜色id
fmys_preposition_storage_preallot_data,si_id,smallint,尺码id
fmys_preposition_storage_preallot_data,plan_allot_num,mediumint,计划配货数量
fmys_preposition_storage_preallot_data,real_allot_num,mediumint,实际配货入库数量
fmys_preposition_storage_preallot_data,is_recover,tinyint,"是否恢复为采购计划{0:未恢复,1:已恢复}"
fmys_preposition_storage_preallot_data,create_time,int,创建时间
fmys_preposition_storage_preallot_data,update_time,int,更新时间
fmys_psp_goods_return_day,id,int,货号
fmys_psp_goods_return_day,psp_id,int,前置仓计划id
fmys_psp_goods_return_day,goods_no,int,货号
fmys_psp_goods_return_day,return_day,timestamp,承诺回货时间
fmys_psp_goods_return_day,created_at,timestamp,创建时间
fmys_psp_goods_return_day,updated_at,timestamp,更新时间
fmys_purchase_da_biao_method,dbid,int,打标id
fmys_purchase_da_biao_method,da_biao_method,tinyint,"打标方式{1:爆版打标,2:app点货打标,3:无数据打标,4:pc点货打标,5:前置质检打标}"
fmys_purchase_group,pgid,int,自增ID
fmys_purchase_group,origin,tinyint,"{1:广州,2:杭州,3:深圳}"
fmys_purchase_group,create_time,int,创建时间
fmys_purchase_group,update_time,int,修改时间
fmys_purchase_group,auto_time,timestamp,处理更新时间
fmys_purchase_group_member,city,tinyint,"城市{1:广州,2:杭州,3:深圳}"
fmys_purchase_group_member,role_type,tinyint,"角色类型{1:组长,2:组员}"
fmys_purchase_group_member,status,tinyint,"状态{1:启用,0:禁用}"
fmys_purchase_group_member,admin_id,int,采购员对应账号id
fmys_purchase_group_member,create_time,int,创建时间
fmys_purchase_group_member,update_time,int,更新时间
fmys_purchase_group_member_relation,pgid,int,采购组id
fmys_purchase_group_member_relation,pg_member_id,int,采购员id
fmys_quality_checking,dbid,int,打标id
fmys_quality_checking,qc,int,qc号
fmys_quality_checking,picker_group,int,买手组
fmys_quality_checking,cp_catid,mediumint,次品类型
fmys_quality_checking,is_cp,tinyint,"是否次品:{1:是,2:否}"
fmys_quality_checking,is_repair,tinyint,"是否修复:{1:是,2:否}"
fmys_quality_checking,is_high_quality,tinyint,"是否高级质检:{1:是,2:否}"
fmys_quality_checking,update_time,int,更新时间
fmys_quality_checking,create_time,int,创建时间
fmys_quality_checking,is_gb,tinyint,"是否改标:{1:是,2:无}"
fmys_quality_checking,gb_time,int,改标时间
fmys_quality_checking,is_pc_check,tinyint,"是否为pc质检{0:否, 1:是}"
fmys_quality_checking,quality_type_id,int,质检类型id
fmys_quality_checking,pc_check_admin,bigint,pc质检人
fmys_quality_checking,xf_time,bigint,修复时间
fmys_quality_checking,quality_rule,tinyint,"质检规则{1:默认质检规则配置,2:质检绿色通道配置,3:高级质检商品配置,4:二次重配商品配置,5:高价值商品配置,6:高排单/区域订单商品配置,7:新客订单质检配置,8:高净值用户质检配置}"
fmys_quality_checking,rec_id,int,订单详情id
fmys_quality_checking,secondary_quality_rule,tinyint,"默认质检规则二级质检规则:{1:首单金额150以上的订单, 2:累计下单15件一下且次品率大于大于等于10%, 3:累计下单15件以上且次品率大于等于12%,4:地推前5单,5:前3天有两个质量问题类型工单,6:绿色通道, 7:非地推首5单}"
fmys_quality_checking,is_minor_defect,tinyint,是否微次{1:是;2:否}
fmys_quality_checking_bind_dbid,id,int,id
fmys_quality_checking_bind_dbid,admin_id,int,操作人
fmys_quality_checking_bind_dbid,box_id,int,容器id
fmys_quality_checking_bind_dbid,dbid,int,打标ID
fmys_quality_checking_bind_dbid,created_at,timestamp,创建时间
fmys_quality_checking_bind_dbid,updated_at,timestamp,更新时间
fmys_quality_checking_bind_info,id,int,id
fmys_quality_checking_bind_info,admin_id,int,操作人
fmys_quality_checking_bind_info,normal_box,int,常规容器id
fmys_quality_checking_bind_info,stock_box,int,库存分离容器id
fmys_quality_checking_bind_info,created_at,timestamp,创建时间
fmys_quality_checking_bind_info,updated_at,timestamp,更新时间
fmys_quality_goods_config,id,int,ID
fmys_quality_goods_config,cat_id,smallint,分类id
fmys_quality_goods_config,created_at,timestamp,创建时间
fmys_quality_goods_config,updated_at,timestamp,更新时间
fmys_quality_label_summary,quality_label_summary_id,int,质检改标汇总id
fmys_quality_label_summary,origin,tinyint,"仓库所在地区{1:广州,2:杭州}"
fmys_quality_label_summary,type,tinyint,"类型{2:质检,3:改标}"
fmys_quality_label_summary,is_remark,tinyint,是否备注{1:是;2:否}
fmys_quality_label_summary,is_lock,tinyint,"是否被锁{1:是,2:否}"
fmys_quality_label_summary,quality_label_biao_num,smallint,出质检改标标的数量
fmys_quality_label_summary,goods_num,smallint,汇总商品数
fmys_quality_label_summary,today_allot_full_num,smallint,今日配齐商品数
fmys_quality_label_summary,is_full_allot,tinyint,是否全部配齐{1:是;2:否}
fmys_quality_label_summary,is_picking_full,tinyint,"是否全部生成拣货任务{1:是,2:否}"
fmys_quality_label_summary,is_print,tinyint,"是否已打印{1:是,2:否}"
fmys_quality_label_summary,last_allot_time,int,最后配货时间
fmys_quality_label_summary,is_have_remark,tinyint,"无备注汇总是否包含有备注波次{1:是,2:否}"
fmys_quality_label_summary_record,quality_label_summary_id,int,质检改标汇总id
fmys_quality_label_summary_record,is_create_task,tinyint,"是否已生成拣货任务{1:是,2否}"
fmys_quality_label_summary_record,source,tinyint,"来源{1:打标分离,2:上架配货/脚本配货}"
fmys_quality_label_summary_record,wave_picking_dbid_id,int,波次dbid
fmys_quality_label_weidu,quality_label_summary_id,int,质检改标汇总单id
fmys_quality_label_weidu,user_id,int,用户id
fmys_quality_label_weidu,province,smallint,收货人省份id
fmys_quality_label_weidu,city,smallint,收货人城市id
fmys_quality_label_weidu,district,smallint,收货人区id''
fmys_quality_label_weidu,type,tinyint,"类型{2:质检,3:改标}"
fmys_quality_label_weidu,origin,tinyint,"发货地{1:广州,2:杭州}"
fmys_quality_label_weidu,is_remark,tinyint,"是否备注{0:无备注,1:有备注}"
fmys_quality_label_weidu,pay_way,tinyint,"支付方式{1:在线支付,2:货到付款}"
fmys_quality_label_weidu,dbid,int,dbid
fmys_quality_label_weidu,quality_rule_type,tinyint,"质检规则{1:默认质检规则配置,2:质检绿色通道配置,3:高级质检商品配置,4:二次重配商品配置,5:高价值商品配置,6:高排单/区域订单商品配置,7:新客订单质检配置,8:高净值用户质检配置}"
fmys_quality_label_weidu,secondary_quality_rule,tinyint,"默认质检规则二级质检规则:{1:首单金额150以上的订单, 2:累计下单15件一下且次品率大于大于等于10%, 3:累计下单15件以上且次品率大于等于12%,4:地推前5单,5:前3天有两个质量问题类型工单,6:绿色通道, 7:非地推首5单}"
fmys_quality_rule_to_user,user_id,mediumint,用户ID
fmys_quality_rule_to_user,is_net_worth,tinyint,是否高净值规则用户:{1:是;2:否}
fmys_quality_rule_to_user,created_at,timestamp,创建时间
fmys_quality_rule_to_user,updated_at,timestamp,更新时间
fmys_quality_rule_to_user,origin,tinyint,对应仓区
fmys_quality_safety_buckle,id,int,ID
fmys_quality_safety_buckle,dbid,bigint,关联的打标id
fmys_quality_safety_buckle,correlation_time,int,关联dbid时间
fmys_quality_safety_buckle,buckle_status,tinyint,"安全扣状态：{1:正常 ,2:损毁}"
fmys_quality_safety_buckle,created_at,timestamp,创建时间
fmys_quality_safety_buckle,updated_at,timestamp,更新时间
fmys_quality_safety_buckle_log,id,int,ID
fmys_quality_safety_buckle_log,dbid,bigint,打标id
fmys_quality_safety_buckle_log,created_at,timestamp,创建时间
fmys_quality_safety_buckle_log,updated_at,timestamp,更新时间
fmys_re_da_biao_record,id,int,id
fmys_re_da_biao_record,type,tinyint,"重打类型{1:打标id,2:重打批次号,3:配货单,4:无数据标}"
fmys_re_da_biao_record,goods_no,int,货号
fmys_re_da_biao_record,sku,int,sku
fmys_re_da_biao_record,create_time,int,重打时间
fmys_re_da_biao_record,admin_id,int,操作人
fmys_re_da_biao_record,origin,tinyint,"地区{1:广州,2:杭州}"
fmys_reback_report,rrid,int,主键
fmys_reback_report,date_time,int,日期
fmys_reback_report,supply_id,int,供应商ID
fmys_reback_report,order_num,int,开单数量
fmys_reback_report,package_num,int,收包数量
fmys_reback_report,stock_in_normal,int,常规入库数量
fmys_reback_report,stock_in_blp,int,不良品入库数量
fmys_reback_report,stock_in_unkown,int,无数据入库数量
fmys_reback_report,diff,int,差异 = (常规入库+不良品入库+无数据)-收包数量
fmys_reback_report,create_time,int,创建时间
fmys_reback_report,update_time,int,更新时间
fmys_refund_service_woiid,refund_model,tinyint,"退货模式:{1:退货由一手处理,2:退货由商家处理}"
fmys_refund_service_woiid,refund_service_no_reason_label,tinyint,"无理由标签{0:空,1:退货比例限制}"
fmys_region_copy,region_id,smallint,地区id
fmys_region_copy,parent_id,smallint,父地区id
fmys_region_copy,agency_id,smallint,未知用途
